sentence,distance_from_beginning_x,distance_from_masked_token_x,target_prob_x,ordered_items_x,target_occupation_x,count_attractors_x,relative_prob_x,relative_rank_x,distance_from_beginning_y,distance_from_masked_token_y,target_prob_y,ordered_items_y,target_occupation_y,count_attractors_y,relative_prob_y,relative_rank_y
"Daniel has a sister , played basketball , and now works as a florist . For his job , Daniel sells [MASK] .",12,7,0.0224350970238447,"['flowers', 'fish', 'paintings', 'glasses', 'bread', 'meat']",flowers,0,0.14,1,12,7,0.0224350970238447,"['flowers', 'fish', 'paintings', 'glasses', 'bread', 'meat']",flowers,0,0.14,1
"Daniel has a sister , played basketball , and now works as a florist . For his job , Daniel sells [MASK] .",12,7,0.0224350970238447,"['flowers', 'fish', 'paintings', 'glasses', 'bread', 'meat']",flowers,0,0.14,1,12,7,0.0224350970238447,"['flowers', 'fish', 'paintings', 'glasses', 'bread', 'meat']",flowers,0,0.14,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a florist . For his job , Daniel sells [MASK] .",17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1,17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a florist . For his job , Daniel sells [MASK] .",17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1,17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a florist . For his job , Daniel sells [MASK] .",17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1,17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a florist . For his job , Daniel sells [MASK] .",17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1,17,7,0.0102101219817996,"['flowers', 'fish', 'paintings', 'bread', 'glasses', 'meat']",flowers,0,0.06,1
"Sebastian works as an optician . For his job , Sebastian sells [MASK] .",3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1,3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1
"Sebastian works as an optician . For his job , Sebastian sells [MASK] .",3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1,3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1
"Sebastian works as an optician . For his job , Sebastian sells [MASK] .",3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1,3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1
"Sebastian works as an optician . For his job , Sebastian sells [MASK] .",3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1,3,7,0.049099326133728,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.98,1
"Sebastian has a sister and now works as an optician . For his job , Sebastian sells [MASK] .",8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1,8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1
"Sebastian has a sister and now works as an optician . For his job , Sebastian sells [MASK] .",8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1,8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1
"Sebastian has a sister and now works as an optician . For his job , Sebastian sells [MASK] .",8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1,8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1
"Sebastian has a sister and now works as an optician . For his job , Sebastian sells [MASK] .",8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1,8,7,0.0406893603503704,"['glasses', 'paintings', 'fish', 'flowers', 'bread', 'meat']",glasses,0,0.81,1
"Sebastian has a sister , played basketball , and now works as an optician . For his job , Sebastian sells [MASK] .",12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1,12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1
"Sebastian has a sister , played basketball , and now works as an optician . For his job , Sebastian sells [MASK] .",12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1,12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1
"Sebastian has a sister , played basketball , and now works as an optician . For his job , Sebastian sells [MASK] .",12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1,12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1
"Sebastian has a sister , played basketball , and now works as an optician . For his job , Sebastian sells [MASK] .",12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1,12,7,0.0052530742250382,"['glasses', 'paintings', 'flowers', 'fish', 'bread', 'meat']",glasses,0,0.11,1
"Sebastian has a sister , played basketball , sang in a choir , and now works as an optician . For his job , Sebastian sells [MASK] .",17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3,17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3
"Sebastian has a sister , played basketball , sang in a choir , and now works as an optician . For his job , Sebastian sells [MASK] .",17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3,17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3
"Sebastian has a sister , played basketball , sang in a choir , and now works as an optician . For his job , Sebastian sells [MASK] .",17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3,17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3
"Sebastian has a sister , played basketball , sang in a choir , and now works as an optician . For his job , Sebastian sells [MASK] .",17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3,17,7,0.0020800891797989,"['paintings', 'flowers', 'glasses', 'fish', 'bread', 'meat']",glasses,0,0.04,3
"Daniel works as a butcher . For his job , Daniel sells [MASK] .",3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1,3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1
"Daniel works as a butcher . For his job , Daniel sells [MASK] .",3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1,3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1
"Daniel works as a butcher . For his job , Daniel sells [MASK] .",3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1,3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1
"Daniel works as a butcher . For his job , Daniel sells [MASK] .",3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1,3,7,0.0993143618106842,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.99,1
"Daniel has a sister and now works as a butcher . For his job , Daniel sells [MASK] .",8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1,8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1
"Daniel has a sister and now works as a butcher . For his job , Daniel sells [MASK] .",8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1,8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1
"Daniel has a sister and now works as a butcher . For his job , Daniel sells [MASK] .",8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1,8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1
"Daniel has a sister and now works as a butcher . For his job , Daniel sells [MASK] .",8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1,8,7,0.0582889690995216,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.58,1
"Daniel has a sister , played basketball , and now works as a butcher . For his job , Daniel sells [MASK] .",12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1,12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1
"Daniel has a sister , played basketball , and now works as a butcher . For his job , Daniel sells [MASK] .",12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1,12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1
"Daniel has a sister , played basketball , and now works as a butcher . For his job , Daniel sells [MASK] .",12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1,12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1
"Daniel has a sister , played basketball , and now works as a butcher . For his job , Daniel sells [MASK] .",12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1,12,7,0.0307544190436601,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.31,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a butcher . For his job , Daniel sells [MASK] .",17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1,17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a butcher . For his job , Daniel sells [MASK] .",17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1,17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a butcher . For his job , Daniel sells [MASK] .",17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1,17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1
"Daniel has a sister , played basketball , sang in a choir , and now works as a butcher . For his job , Daniel sells [MASK] .",17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1,17,7,0.0162533037364482,"['meat', 'fish', 'bread', 'flowers', 'paintings', 'glasses']",meat,0,0.16,1
"Joe works as a baker . For his job , Joe sells [MASK] .",3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1,3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1
"Joe works as a baker . For his job , Joe sells [MASK] .",3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1,3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1
"Joe works as a baker . For his job , Joe sells [MASK] .",3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1,3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1
"Joe works as a baker . For his job , Joe sells [MASK] .",3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1,3,7,0.0456355288624763,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.91,1
"Joe has a sister and now works as a baker . For his job , Joe sells [MASK] .",8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1,8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1
"Joe has a sister and now works as a baker . For his job , Joe sells [MASK] .",8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1,8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1
"Joe has a sister and now works as a baker . For his job , Joe sells [MASK] .",8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1,8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1
"Joe has a sister and now works as a baker . For his job , Joe sells [MASK] .",8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1,8,7,0.0338609665632247,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.68,1
"Joe has a sister , played basketball , and now works as a baker . For his job , Joe sells [MASK] .",12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1,12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1
"Joe has a sister , played basketball , and now works as a baker . For his job , Joe sells [MASK] .",12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1,12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1
"Joe has a sister , played basketball , and now works as a baker . For his job , Joe sells [MASK] .",12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1,12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1
"Joe has a sister , played basketball , and now works as a baker . For his job , Joe sells [MASK] .",12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1,12,7,0.0294855181127786,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.59,1
"Joe has a sister , played basketball , sang in a choir , and now works as a baker . For his job , Joe sells [MASK] .",17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1,17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1
"Joe has a sister , played basketball , sang in a choir , and now works as a baker . For his job , Joe sells [MASK] .",17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1,17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1
"Joe has a sister , played basketball , sang in a choir , and now works as a baker . For his job , Joe sells [MASK] .",17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1,17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1
"Joe has a sister , played basketball , sang in a choir , and now works as a baker . For his job , Joe sells [MASK] .",17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1,17,7,0.0183191392570734,"['bread', 'meat', 'fish', 'flowers', 'paintings', 'glasses']",bread,0,0.37,1
"Rowan works as a fisherman . For his job , Rowan sells [MASK] .",3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1,3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1
"Rowan works as a fisherman . For his job , Rowan sells [MASK] .",3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1,3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1
"Rowan works as a fisherman . For his job , Rowan sells [MASK] .",3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1,3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1
"Rowan works as a fisherman . For his job , Rowan sells [MASK] .",3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1,3,7,0.3849849700927734,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,1.01,1
"Rowan has a sister and now works as a fisherman . For his job , Rowan sells [MASK] .",8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1,8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1
"Rowan has a sister and now works as a fisherman . For his job , Rowan sells [MASK] .",8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1,8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1
"Rowan has a sister and now works as a fisherman . For his job , Rowan sells [MASK] .",8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1,8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1
"Rowan has a sister and now works as a fisherman . For his job , Rowan sells [MASK] .",8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1,8,7,0.2366446256637573,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.62,1
"Rowan has a sister , played basketball , and now works as a fisherman . For his job , Rowan sells [MASK] .",12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1,12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1
"Rowan has a sister , played basketball , and now works as a fisherman . For his job , Rowan sells [MASK] .",12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1,12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1
"Rowan has a sister , played basketball , and now works as a fisherman . For his job , Rowan sells [MASK] .",12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1,12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1
"Rowan has a sister , played basketball , and now works as a fisherman . For his job , Rowan sells [MASK] .",12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1,12,7,0.0911080688238143,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.24,1
"Rowan has a sister , played basketball , sang in a choir , and now works as a fisherman . For his job , Rowan sells [MASK] .",17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1,17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1
"Rowan has a sister , played basketball , sang in a choir , and now works as a fisherman . For his job , Rowan sells [MASK] .",17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1,17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1
"Rowan has a sister , played basketball , sang in a choir , and now works as a fisherman . For his job , Rowan sells [MASK] .",17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1,17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1
"Rowan has a sister , played basketball , sang in a choir , and now works as a fisherman . For his job , Rowan sells [MASK] .",17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1,17,7,0.0405319333076477,"['fish', 'meat', 'flowers', 'bread', 'paintings', 'glasses']",fish,0,0.11,1
"Jack works as a painter . For his job , Jack sells [MASK] .",3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1,3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1
"Jack works as a painter . For his job , Jack sells [MASK] .",3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1,3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1
"Jack works as a painter . For his job , Jack sells [MASK] .",3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1,3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1
"Jack works as a painter . For his job , Jack sells [MASK] .",3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1,3,7,0.2107409983873367,"['paintings', 'flowers', 'fish', 'glasses', 'meat', 'bread']",paintings,0,1.0,1
"Jack has a sister and now works as a painter . For his job , Jack sells [MASK] .",8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1,8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1
"Jack has a sister and now works as a painter . For his job , Jack sells [MASK] .",8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1,8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1
"Jack has a sister and now works as a painter . For his job , Jack sells [MASK] .",8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1,8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1
"Jack has a sister and now works as a painter . For his job , Jack sells [MASK] .",8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1,8,7,0.1472015231847763,"['paintings', 'flowers', 'fish', 'meat', 'glasses', 'bread']",paintings,0,0.7,1
"Jack has a sister , played basketball , and now works as a painter . For his job , Jack sells [MASK] .",12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1,12,7,0.0510875508189201,"['paintings', 'fish', 'flowers', 'meat', 'glasses', 'bread']",paintings,0,0.24,1
